query,twitter_name,twitter_id,time,reply,retweet,like,content,cosine_sim,levenshtein_sim,simhash_sim,jaccard_sim,tf,tf_idf
ozone pollution,Rob Mielcarski,@RobMielcarski,10:21 PM - 24 Mar 2019,0,1,1,"And the remaining trees are sick and dying from ozone pollution. http://witsendnj.blogspot.com/2019/03/methane-mania.html…https://twitter.com/xraymike79/status/1110048314345451520…
",0.6020620726159658,0.9171270718232044,1.55,0.07692307692307693,0.058823529411764705,0.04077336356234972
ozone pollution,Big Mo,@coltsdave13,4:49 AM - 28 Mar 2019,0,0,0,"She's never heard of the hole in the ozone layer apparently. Not old enough to remember real pollution. Nothing replaces experience. She's truly clueless.
",0.5668153104781061,0.9032258064516129,1.25,0.043478260869565216,0.03333333333333333,0.023104906018664842
ozone pollution,Rebecca Fischer,@RebeccaJFischer,11:32 AM - 27 Mar 2019,0,1,0,"Glad to see this coverage by @SeanatGreenwire of our lawsuit filed yesterday against @EPA for failing to protect #Colorado's air quality. AIR POLLUTION: Enviros sue EPA over Denver area ozone compliance https://www.eenews.net/stories/1060131039….
",0.5606339062590833,0.97165991902834,1.2,0.03125,0.012195121951219513,0.008453014397072503
ozone pollution,Milwaukee AQI,@MilwaukeeAQI,6:15 PM - 27 Mar 2019,0,0,0,"Location: Milwaukee, WI Current Air Quality: 03/27/19 6:00 PM CDT Moderate - 53 AQI - Particle Pollution (2.5 microns) Good - 46 AQI - Ozone Good - 27 AQI - Particle Pollution (10 microns) Agency: Wisconsin Dept. of Natural Resources Last Update: Wed, 27 Mar 2019 06:45:07 CDT
",0.5,0.9783393501805054,1.1578947368421053,0.0,0.0,0.0
ozone pollution,maddy ,@penizparker,8:00 AM - 27 Mar 2019,0,0,3,"so are politicians rejecting climate change suddenly scientists? this is a serious question. did they study earths habits, the hole in the ozone layer and how pollution effects our climate? i don’t understand how these white old politicians suddenly know all about science
",0.5990147542976674,0.945054945054945,1.368421052631579,0.05128205128205128,0.02040816326530612,0.014145860827753985
ozone pollution,War On Waste,@War__On__Waste,9:21 PM - 26 Mar 2019,0,0,0,"Houston Weather: Sunshine, Ozone pollution watch today - KTRK-TV http://dlvr.it/R1cwTFpic.twitter.com/qorgrjZKpN
",0.6118033988749895,0.8672566371681416,1.0526315789473684,0.09090909090909091,0.03571428571428571,0.024755256448569473
ozone pollution,UNIDOS POR BUCARAMANGA,@BucaramangaPor,5:17 PM - 26 Mar 2019,0,0,3,"Some consequences of pollution are: health problems, destruction of the ozone layer, affects the soil and water, affects the climate.
",0.6290994448735805,0.8955223880597015,1.0,0.125,0.04,0.027725887222397813
ozone pollution,Lucía Pevida López,@pevidalucia,11:53 AM - 26 Mar 2019,2,1,10,"First time using flipgrid in science class + First time using a checking list (they copied before doing the task) I'm loving my students' oral presentations about acid rain, greenhouse effect,ozone layer decrease and water pollution  @2ESOAUSEVA @Flipgrid @blogdecristinapic.twitter.com/Vs9okiaG0X
",0.5521286035142687,0.9798657718120806,1.05,0.02631578947368421,0.02040816326530612,0.014145860827753985
ozone pollution,Sulphurcocky,@Sulphurcocky1,10:33 PM - 25 Mar 2019,0,0,0,"""strict environmental requirements""-  What are they? Air pollution: Carbon monoxide, Lead, Nitrogen dioxide, Ozone, Sulfur dioxide http://www.environment.gov.au/protection/air-quality/air-pollutants…Air toxics: formaldehyde, toluene, xylene & polycyclic aromatic hydrocarbons (PAHs).http://www.environment.gov.au/protection/publications/air-toxics…
",0.5,0.9885386819484241,0.8,0.0,0.011111111111111112,0.007701635339554948
ozone pollution,Toby Benedict,@tobybenedict02,11:16 AM - 25 Mar 2019,0,0,0,"Global warming can be offset by bringing sulfites to ozone but causes pollution and becomes increasingly more and damage cannot be reversed, only offset
",0.6336306209562121,0.9019607843137255,1.0526315789473684,0.09090909090909091,0.038461538461538464,0.026659506944613283
ozone pollution,Facundo Caruso,@Facundo_Caruso_,8:25 AM - 25 Mar 2019,0,0,6,"What hurts the most is knowing that our president would rather spend 5.7 billion dollars on a wall instead of putting the money towards growing trees, removing plastic in the ocean, find resolutions for ozone depletion, deforestation, extinction, pollution, this guy sucks
",0.5510310363079829,0.978021978021978,1.3888888888888888,0.024390243902439025,0.020833333333333332,0.014440566261665526
ozone pollution,Robert Young Pelton,@RYP__,1:56 PM - 23 Mar 2019,0,1,4,"Science is science. Politicizing ""Climate change"" as a hoax because of business sponsors cannot erase the acceleration of population growth, global consumption, pollution or destruction of the ozone, ocean, wildlife and land. Something we very much should worry about..and fix.
",0.5510310363079829,0.9964028776978417,1.0,0.02631578947368421,0.02,0.013862943611198907
ozone pollution,((Shehzad Younis)),@shehzadyounis,11:51 AM - 23 Mar 2019,0,0,0,"If climate change continues at the current rate, ozone pollution will cause higher mortality rates in the future pic.twitter.com/hSpCplsMuS
",0.6543033499620919,0.8928571428571429,0.85,0.1111111111111111,0.05,0.03465735902799726
ozone pollution,Maria,@Duin46473580,12:38 AM - 23 Mar 2019,0,4,6,"Air pollution damages crops more than climate change. Study finds that black carbon and ozone pollution in India has significantly cut wheat and rice yieldhttps://www.downtoearth.org.in/news/air-pollution-damages-crops-more-than-climate-change-47299…pic.twitter.com/BQCVtFeYrS
",0.6969596492895838,0.9458483754512635,1.5789473684210527,0.08695652173913043,0.05357142857142857,0.03713288467285421
ozone pollution,10News WTSP,@10NewsWTSP,4:21 PM - 22 Mar 2019,1,3,2,"Elevated ozone levels spark air pollution advisory in Pinellas County https://on.wtsp.com/2U5PYl0pic.twitter.com/jG03BOhtv9
",0.7132007163556104,0.8790322580645161,1.35,0.18181818181818182,0.07692307692307693,0.053319013889226566
ozone pollution,Travis Herzog,@TravisABC13,7:57 PM - 21 Mar 2019,7,21,42,"We've got two air quality issues Friday unrelated to the #ITCfire in Deer Park: 1.) the potential for unhealthy levels of ozone pollution and 2.) the extremely high levels of oak pollen. I'll have more on the ozone and wind outlook on the 10PM news. http://abc13.com/livepic.twitter.com/o3iosZaC2z
",0.6216660658480719,0.9496644295302014,1.0526315789473684,0.05405405405405406,0.02586206896551724,0.017926220186895138
enceladus,Enceladus,@enceladusgiant,11:32 AM - 28 Mar 2019,0,0,0,"Ence will win sltv shanghai 2019, final will be vs navi or nrg 2-0. #predictions #SLTV
",0.5,0.9195402298850575,1.4210526315789473,0.0,0.0,0.0
enceladus,》Ambience,@Ambi_Enceladus,11:35 AM - 28 Mar 2019,0,0,0,"Please come to Egypt
",0.5,0.8571428571428571,1.0,0.0,0.0,0.0
enceladus,》Ambience,@Ambi_Enceladus,10:57 AM - 28 Mar 2019,0,0,0,";/////////; imma cry and blush 
",0.5,0.9375,1.0,0.0,0.0,0.0
enceladus,》Ambience,@Ambi_Enceladus,10:04 AM - 28 Mar 2019,1,0,2,"I just love @rikathetika's art so much  Honestly, if you want some amazing artwork of your fursona or character, please go and commission Rika. She deserves some love and appreciation for her talent ^_^ Here's an awesome sketch done for me by Rika the other day~pic.twitter.com/swexy9FVl7
",0.5,1.0,1.45,0.0,0.0,0.0
enceladus,supereternauta,@jalvarellos,10:57 AM - 28 Mar 2019,0,0,2,"#MoonMadness.  My choices: Left bracket: Triton (vs Titan); Enceladus (vs Ganymede); Europa (vs Io); Our Moon ( vs exomoon).  Right bracket: Miranda (vs Charon); Hyperion (vs Hippocamp); Pan ( vs Nix); & Deimos ( vs Phobos) https://twitter.com/theAGU/status/1110290175924621312…
",0.5,0.9713261648745519,1.7,0.0,0.0,0.0
enceladus,NASA Photo Bot,@NASA_photo_bot,11:01 AM - 28 Mar 2019,0,0,0,"Enceladus Plume Neutral Mass Spectrum https://photojournal.jpl.nasa.gov/catalog/PIA10356…pic.twitter.com/PYKZN7wcuS
",0.5,0.9310344827586207,1.5789473684210527,0.0,0.0,0.0
enceladus,》Ambience,@Ambi_Enceladus,7:39 AM - 28 Mar 2019,0,0,0,"So. Spaced. Out. Dizzy. So so dizzy.And the mood swings are really mad 
",0.5,0.9305555555555556,1.15,0.0,0.0,0.0
enceladus,Seeker,@Seeker,12:00 PM - 24 Mar 2019,1,9,24,"This is the sound of plasma swirling between Saturn and Enceladus. pic.twitter.com/eyLYAkQKRu
",0.5,0.9042553191489362,1.35,0.0,0.0,0.0
enceladus,Raymond Cassel,@rcassel,11:07 AM - 28 Mar 2019,0,0,1,"Could be Enceladus plumes.
",0.5,0.6666666666666666,0.9,0.0,0.0,0.0
enceladus,jamie,@NotEnceladus,1:22 PM - 27 Mar 2019,0,0,3,"we dont got time for a 3 minute car wash, we gotta get to sir gooneys
",0.5,0.9142857142857143,1.2,0.0,0.0,0.0
enceladus,8 Circuit Studios,@8circuitstudios,5:26 PM - 27 Mar 2019,0,6,12,"It's been a little while since sharing any new gameplay on the #ProjectGenesis battlemap environment we call Enceladus II --> but we're excited to share new gameplay on this combat arena very soon!#gamedev #space #scifipic.twitter.com/zMfBEiaNRS
",0.5,0.967479674796748,1.1578947368421053,0.0,0.0,0.0
enceladus,Am Geophysical Union,@theAGU,11:42 AM - 27 Mar 2019,1,3,8,"It's day 2 of #MoonMadness! The first of two matches today is a Galilean brawl: Io vs. Europa. Fire and Ice! Yesterday's match winners were Titan and Enceladus. 1/4 pic.twitter.com/pe5oHQZ6pr
",0.5,0.953125,0.85,0.0,0.0,0.0
enceladus,Cassini Bot,@cassini_bot,1:00 PM - 27 Mar 2019,0,1,4,"Enceladus, March 12 2008 pic.twitter.com/kUHKnGet45
",0.5,0.8461538461538461,1.5789473684210527,0.0,0.0,0.0
enceladus,》Ambience,@Ambi_Enceladus,2:14 AM - 27 Mar 2019,4,0,1,"Update on the whole doctor appointment... there is something wrong with me. My ears and throat are red and I've been prescribed antibiotics to take. If I'm not better by next week I need to go back and get more help and a note  
",0.5,0.9956331877729258,1.0,0.0,0.0,0.0
enceladus,jamie,@NotEnceladus,9:39 AM - 25 Mar 2019,0,0,4,"getting in my car feels like entering a massive cigarette
",0.5,0.9482758620689655,1.45,0.0,0.0,0.0
enceladus,Am Geophysical Union,@theAGU,11:47 AM - 26 Mar 2019,1,3,4,"#MoonMadness continues with Round 1, Match 2: Ganymede vs. Enceladus. 1/4 pic.twitter.com/EvydhCg4Nt
",0.5,0.9108910891089109,1.368421052631579,0.0,0.0,0.0
enceladus,Al Tello,@GTSCR,8:27 AM - 28 Mar 2019,0,0,0," the-wolf-and-moon: Crescent Enceladus, Saturn’s Moon https://tmblr.co/ZeHXJl2h9g99R
",0.5,0.8941176470588236,1.368421052631579,0.0,0.0,0.0
enceladus,Rika ,@rikathetika,10:51 AM - 28 Mar 2019,1,0,1,"AHH thank you so much for the appreciation post fren!! ;3; you're such a sweetie 
",0.5,0.9512195121951219,1.2105263157894737,0.0,0.0,0.0
enceladus,Cassini Bot,@cassini_bot,9:00 AM - 27 Mar 2019,0,2,6,"Enceladus, August 19 2008 pic.twitter.com/WOKJSdRVX4
",0.5,0.8490566037735849,1.5,0.0,0.0,0.0
enceladus,KARLANDO WESENYAK,@THEDOORSKrock92,9:33 AM - 28 Mar 2019,0,0,0,"Saturn's moon Enceladus, from Hubble. pic.twitter.com/j9SBXphWog
",0.5,0.8769230769230769,1.3157894736842106,0.0,0.0,0.0
artificial intelligence,Cyber UK,@wearecyber,2:07 AM - 28 Mar 2019,0,3,6,"The rise or #robotics and #ArtificialIntelligence pic.twitter.com/iD44EZ5J85
",0.5,0.7402597402597403,1.263157894736842,0.0,0.0,0.0
artificial intelligence,ABC News,@ABC,7:07 AM - 28 Mar 2019,11,17,30,"Artificial intelligence better than humans at predicting premature death, study finds. https://abcn.ws/2FvM37Mpic.twitter.com/yWHxT6Fogj
",0.6020620726159658,0.8394160583941606,1.263157894736842,0.07692307692307693,0.03125,0.02166084939249829
artificial intelligence,Yann LeCun,@ylecun,3:31 AM - 27 Mar 2019,0,0,0,"I am extremely honored to be the recipient of the 2018 ACM A.M. Turing Award, and absolutely delighted to be sharing it with my friends and colleagues Geoffrey Hinton and Yoshua Bengio.NYT:... https://www.nytimes.com/2019/03/27/technology/turing-award-hinton-lecun-bengio.html…
",0.5,1.0,1.05,0.0,0.0,0.0
artificial intelligence,Ronald van Loon #HM19,@Ronald_vanLoon,12:09 AM - 28 Mar 2019,5,65,81,"#Robots could replace 800 million jobs by 2030by @wef |#ArtificialIntelligence #AI #Robotics #Automation #FutureOfWork #DigitalTransformation #Innovation #Industry40 #Manufacturing #Videos #RTCc: @chboursin @TopCyberNews pic.twitter.com/pUXsgeEIzVpic.twitter.com/3brtwRKnKz
",0.5,1.0,0.95,0.0,0.0,0.0
artificial intelligence,STPI,@stpiindia,4:33 AM - 28 Mar 2019,0,48,52,"To accelerate tech adoption by #MSMEs while optimizing costs by bringing together entrepreneurs, policymakers,govt functionaries & tech experts, the workshop by @NITIAayog & @ABB_Ability is a forward thinking initiative to bolster growth of MSMEs in India.https://yourstory.com/smbstory/niti-aayog-abb-organise-workshop-artificial-intelligence-msmes…
",0.5,0.9971509971509972,1.5263157894736843,0.0,0.0,0.0
artificial intelligence,Rimah Harb,@HarbRimah,12:18 AM - 28 Mar 2019,5,37,56,"MIT has come out with an actual mind-reader #wearables #AI #machinelearning #NLP #ArtificialIntelligence #Fintech @julez_norton @kashthefuturist @FrRonconi @Paula_Piccard @ronald_vanloon @jerome_joffre @mvollmer1 @HeinzvHoenen @robvank @jblefevre60pic.twitter.com/S6AHjfhIdZ
",0.5,0.9963636363636363,1.0526315789473684,0.0,0.0,0.0
artificial intelligence,Open Culture,@openculture,11:00 AM - 28 Mar 2019,0,7,26,"The Venice Time Machine: 1,000 Years of Venice’s History Gets Digitally Preserved with Artificial Intelligence and Big Data http://www.openculture.com/?p=1062696 pic.twitter.com/yk4vlGqHRF
",0.5,0.8835978835978836,1.1,0.0,0.0,0.0
artificial intelligence,Akumu,@AkumuFiona,11:02 AM - 28 Mar 2019,0,0,1,"3 artificial Intelligence experts won this year’s Turing Prize, including Facebook’s AI chief http://feedproxy.google.com/~r/fastcompany/headlines/~3/uAxkrXDZKSQ/3-artificial-intelligence-experts-won-this-years-turing-prize-including-facebooks-ai-chief…pic.twitter.com/aWw1vZbssg
",0.5944911182523068,1.0,1.4210526315789473,0.06666666666666667,0.023809523809523808,0.016503504299046314
artificial intelligence,Harsh Goenka,@hvgoenka,6:30 AM - 28 Mar 2019,28,154,396,"Artificial intelligence, Machine learning, Facial recognition combine to give fun to passengers at Denver airport ! pic.twitter.com/p1hdgkgKoQ
",0.5,0.8461538461538461,1.25,0.0,0.02631578947368421,0.018240715277893296
artificial intelligence,InfoSec World,@InfoSec_World,11:00 AM - 28 Mar 2019,0,0,0,"What's the current state of artificial intelligence in #Infosec? We spoke to one SME who shared his take. https://okt.to/lt0NFH #InfoSecInsiderpic.twitter.com/ne225aPmBO
",0.658113883008419,0.8647058823529412,0.9473684210526315,0.1,0.037037037037037035,0.02567211779851649
artificial intelligence,mindsync,@mind_sync,6:29 AM - 28 Mar 2019,0,20,28,"British-born artificial intelligence (AI) expert Geoffrey Hinton has won the Turing Award, sometimes referred to as ""the Nobel Prize of computing"".read more: https://mindsync.page.link/s7CN#AI #mindsync #BigData #platform #mindsyncpic.twitter.com/OhKOflhA7y
",0.6360827634879543,1.0,0.9444444444444444,0.07407407407407407,0.023809523809523808,0.016503504299046314
artificial intelligence,craic baby,@nihaonais,2:37 PM - 27 Mar 2019,0,0,0,"absolutely adore the fact my phone’s artificial intelligence has seen a photo of me on a comedown munchin half a cucumber n gone “ah yes... a culinary experience to remember” pic.twitter.com/dATygCFOqv
",0.6078327732034384,0.8861386138613861,1.105263157894737,0.07142857142857142,0.027777777777777776,0.01925408834888737
artificial intelligence,Smart Decisions,@DecisionsSmart,10:35 AM - 28 Mar 2019,0,0,5,"Machine Learning https://twi.li/lZqvo9 #ArtificialIntelligence #MachineLearningpic.twitter.com/vYv9Rvi1L8
",0.5,0.8113207547169812,0.8947368421052632,0.0,0.0,0.0
artificial intelligence,IA news,@FrPolitics2017,7:30 AM - 27 Mar 2019,0,2,2,"What are the potential dangers of Artificial Intelligence? https://twi.li/PpjiXj #artificialintelligence pic.twitter.com/ZSEQUOn7uJ
",0.5,0.8409090909090909,1.0526315789473684,0.0,0.0,0.0
artificial intelligence,Sundar Pichai,@sundarpichai,6:21 AM - 27 Mar 2019,0,0,0,"Congrats to Geoff Hinton, Yoshua Bengio & Yann LeCun on winning this year's Turing Award. Their groundbreaking work on deep neural networks has transformed not just computing and AI, but nearly every other scientific field today https://www.nytimes.com/2019/03/27/technology/turing-award-hinton-lecun-bengio.html…
",0.5,1.0,1.5263157894736843,0.0,0.0,0.0
artificial intelligence,?zmit U?ur Okullar? Ba?iskele Kampüsü,@izmit_ugur,4:49 AM - 28 Mar 2019,0,0,4,"PUBLIC SPEAKING ACTIVITY: Our middle school students are presenting their speeches about their topics which  are artificial intelligence pros and cons, wearable technologies and way to prevent technology addiction.#middleschool #ugurpublicspeaking.pic.twitter.com/uYLnQwoZEc
",0.6162476387438193,0.9163636363636364,1.2105263157894737,0.07142857142857142,0.02857142857142857,0.01980420515885558
artificial intelligence,MoodRingBot,@Mood_Ring_Bot,7:18 PM - 27 Mar 2019,0,0,0,"Artificial intelligence used in kitchen bin http://dlvr.it/R1hN23pic.twitter.com/WfOJfgXbWz
",0.6336306209562121,0.7608695652173914,1.25,0.125,0.05555555555555555,0.03850817669777474
artificial intelligence,Adext,@PoweredbyAdext,11:00 AM - 28 Mar 2019,0,0,0,"Plus, #Artificial Intelligence will make jobs easier, like in #DigitalAdvertising. Discover how here https://buff.ly/2UYiPoGpic.twitter.com/aWYRvFR3j5
",0.5,0.8609271523178808,1.5789473684210527,0.0,0.0,0.0
artificial intelligence,Demis Hassabis,@demishassabis,1:40 PM - 27 Mar 2019,9,234,959,"Huge congratulations to @geoffreyhinton, @ylecun, and Yoshua Bengio for winning the Turing Award (the highest honour in Computer Science). Richly deserved recognition for pioneering deep learning and their outstanding contributions to modern AIhttps://www.nytimes.com/2019/03/27/technology/turing-award-ai.html#click=https://t.co/gbdllKJjZj…
",0.5,0.9970760233918129,1.05,0.0,0.0,0.0
artificial intelligence,Giorgio A. Tsoukalos,@Tsoukalos,11:51 AM - 27 Mar 2019,53,52,389,"AI, Artificial Intelligence, is only truly intelligent if it has consciousness. Otherwise any AI is simply reinforced learning. This is simultaneously comforting & frightening. There is also not a single person on Earth who knows what consciousness is.
",0.5,1.0,1.4736842105263157,0.0,0.0,0.0
presidential inauguration,COLIN SKIP WILSON,@Colin_Skip,9:37 AM - 27 Mar 2019,0,0,8,"It’s the Presidential Inauguration today at UVU and it’s crazy busy with too many people and i just wanna go to bed and not deal with it lol
",0.5,0.8368794326241135,0.7,0.0,0.0,0.0
presidential inauguration,The Shield at USI,@usishield,8:10 AM - 27 Mar 2019,0,2,3,"President Ronald Rochon and First Lady Lynn Rochon are welcoming and serving cookies to the students in honor of his presidential inauguration April 1. http://ow.ly/5yWm30odhik
",0.6313064328597225,0.8587570621468926,1.4210526315789473,0.08695652173913043,0.037037037037037035,0.02567211779851649
presidential inauguration,Ann Augherton,@aughertonACH,7:21 AM - 28 Mar 2019,0,0,1,"Look who I ran into at ?@marymountu? presidential inauguration. Legendary #journalist & professor Paul Byers and fellow #SPJ #DCSPJ member!pic.twitter.com/UI4EDTSZCR
",0.5790569415042095,0.8493975903614458,1.2105263157894737,0.047619047619047616,0.034482758620689655,0.02390162691586018
presidential inauguration,billboard,@billboard,7:30 PM - 21 Mar 2019,4,6,117,"Beto O'Rourke wants to reunite The Mars Volta, ideally for his presidential inauguration https://blbrd.cm/jjG285pic.twitter.com/LkyXtyvwfC
",0.6889822365046137,0.8201438848920863,1.2777777777777777,0.14285714285714285,0.058823529411764705,0.04077336356234972
presidential inauguration,Daniel Whyte,@danielwhyte_,8:12 PM - 27 Mar 2019,0,0,5,"Today at the UVU Presidential Inauguration, I saw President Nelson brought to tears by a choir performance of “A Million Dreams” from The Greatest Showman.
",0.5,0.8525641025641025,1.0,0.0,0.0,0.0
presidential inauguration,UAS Int.Trip Support,@UAS_aero,4:15 AM - 28 Mar 2019,0,1,2,"Expect an increase in traffic at Blaise Diagne International Airport #Senegal ahead of the Presidential Inauguration - see #UASBlog for the details https://blog.uas.aero/senegal-presidential-inauguration-2019/… #tripsupport #bizav #UAS_aero #LeadingTheIndustrypic.twitter.com/knkl8BWgOY
",0.5,1.0,1.105263157894737,0.0,0.0,0.0
presidential inauguration,McKenzie?Kiser,@KenziK93,10:29 AM - 27 Mar 2019,1,0,11,"Helped escort the prophet of the LDS church into the UVU presidential inauguration this morning. That is not what I expected for my day.
",0.6290994448735805,0.8175182481751825,1.4375,0.09090909090909091,0.038461538461538464,0.026659506944613283
presidential inauguration,Jeff Burningham,@JeffBurningham,10:24 AM - 27 Mar 2019,2,0,11,"“Tell me, what is it you plan to do with your one & precious life.” - Mary Oliver Presidential inauguration of Astrid S. Tuminez @uvu_president the 7th President @UVU pic.twitter.com/1VEE94GQ1G
",0.5645497224367902,0.8711340206185567,1.6111111111111112,0.03225806451612903,0.014285714285714285,0.00990210257942779
presidential inauguration,Wandering Shadow,@shadow_twts,8:15 AM - 27 Mar 2019,3,569,659,"PERSONA: President Kim Namjoon's Presidential Inauguration Speech.....#MAP_OF_THE_SOUL_PERSONA #Persona @BTS_twt
",0.5,0.7964601769911505,1.105263157894737,0.0,0.0,0.0
presidential inauguration,Byron C Pugh,@sigmamsu,6:49 AM - 27 Mar 2019,2,0,3,"She’s so ahead of the curve it easy to see her Presidential inauguration speech right now! https://twitter.com/briantylercohen/status/1110700996282343424…
",0.5857492925712544,0.8451612903225807,1.3333333333333333,0.05555555555555555,0.022727272727272728,0.01575334501272603
presidential inauguration,Mark Lewis,@DunnLawLibr,4:54 AM - 26 Mar 2019,0,1,4,"Soooo 666 days until the next presidential inauguration.... I’m sure today will not be batshit crazy....
",0.5883883476483185,0.7619047619047619,1.4210526315789473,0.058823529411764705,0.045454545454545456,0.03150669002545206
presidential inauguration,CalU Activities,@caluactivities,9:01 AM - 25 Mar 2019,0,0,2,"In 2009 Ran’d Shine was invited to be a special performer for the “Salute to Heroes” at the 44th Presidential Inauguration Banquet and Ball by President Barrack Obama. He is going to be here tomorrow pic.twitter.com/JTvZJ9iyv1
",0.5,0.947136563876652,1.105263157894737,0.0,0.0,0.0
presidential inauguration,Josiah Bartlet,@_JosiahBartlet_,6:57 PM - 23 Mar 2019,1,0,5,"#Throwback - President Bartlet meets with his first White House Chief of Staff: BritannicLegacy in the Oval Office of the White House a few days after the Presidential Inauguration. pic.twitter.com/oaNexIqnC1
",0.5,0.9952153110047847,0.8947368421052632,0.0,0.0,0.0
presidential inauguration,Josiah Bartlet,@_JosiahBartlet_,6:55 PM - 23 Mar 2019,0,0,0,"#Throwback - The Presidential Inauguration of Josiah_Bartlet. February 16th 2019 - Josiah_Bartlet is sworn in as President of the United States and Tristan_FM is sworn in as Vice President of the United States. pic.twitter.com/GJreimGvJ6
",0.5,0.9033613445378151,1.1176470588235294,0.0,0.0,0.0
presidential inauguration,Heather Olivia Shannon,@JournalistHOS,10:10 PM - 22 Mar 2019,4,0,6,"This is Award-Winning Director Spike Lee and I at the Presidential Inauguration Leadership Summit. This photo best represents me because I was rising to new heights in my journalism career. I also was a @ScholarLaureate and reported live at the Inauguration of @POTUS #MCO435pic.twitter.com/MaCFtnLlEN
",0.5,1.0,1.0526315789473684,0.0,0.0,0.0
presidential inauguration,Canberra Strategic Financial,@CBRstrategic,3:38 PM - 22 Mar 2019,1,0,7,"Yes, and you're 6ft 3 inches, you won the popular vote and had the biggest crowd ever at a presidential inauguration. pic.twitter.com/E4sVE2PJtt
",0.5693375245281537,0.8275862068965517,1.263157894736842,0.047619047619047616,0.038461538461538464,0.026659506944613283
presidential inauguration,Ed Young,@edyoung4florida,8:51 AM - 22 Mar 2019,0,1,1,"Today, I attended the presidential inauguration of Dr. Georgia L. Lorenz as the 3rd president of @SeminoleState. Wonderful turnout by the community to welcome her to @seminolecounty as she officially takes the helm. #SeminoleCounty #SeminoleStateCollege #GoState #GeorgiaLorenz pic.twitter.com/hzilQm60d2 – at Seminole State College Student Center Room: 110 A/B
",0.5870388279778489,0.930939226519337,1.1578947368421053,0.047619047619047616,0.017241379310344827,0.01195081345793009
presidential inauguration,STU SGA,@STU_SGA,7:49 AM - 22 Mar 2019,0,4,13,"Thank you all for coming out last night and making our Presidential Inauguration SGA Student Ball a night to remember!!! Pictures coming soon. #STU #SGA #StudentBall #GoBobcats: @JamarAlexispic.twitter.com/rxEs6jtbUX
",0.5,0.9953917050691244,0.85,0.0,0.0,0.0
presidential inauguration,Steve Robinson,@OCCPresident,6:58 AM - 22 Mar 2019,0,2,9,"Look who I bumped into for the second time in 12 hours. Our fantastic new @OhioHigherEd Chancellor Gardner. Great day for the @TerraCC Presidential Inauguration. pic.twitter.com/evZ8vSHs6y – at Terra State Community College
",0.5,0.9910714285714286,1.3,0.0,0.0,0.0
presidential inauguration,STU Campus Ministry,@stu_campusmin,6:41 AM - 22 Mar 2019,1,3,10,"Presidential Inauguration Mass & Installation Ceremony this week - Prayerful best wishes on your Installation @STUPrez President David A. Armstrong! May your leadership might be guided by the Holy Spirit as you lead @StThomasUniv in this new chapter #STU10thPrezpic.twitter.com/ZI1GaF9Toc
",0.5,1.0,1.263157894736842,0.0,0.0,0.0
protectionism,Birdman,@Bardiaexe,11:00 AM - 28 Mar 2019,0,0,0,"“Otherwise, they might be spending too much time focusing on the daily grind — technicalities such as the ups and downs of the S&P 500 stock index, bond yield curves, and what the Fed thinks.”https://www.cnbc.com/2019/03/28/credit-suisse-to-investors-think-trends-with-brexit-america-first.html…
",0.5,0.9966216216216216,1.25,0.0,0.0,0.0
protectionism,Fabio Ghironi,@FabioGhironi,3:52 PM - 27 Mar 2019,0,5,14,"Revised draft of ""Protectionism and the Business Cycle,"" with Alessandro Barattieri and Matteo Cacciatore: http://faculty.washington.edu/ghiro/BCG.pdfpic.twitter.com/7oQvqx0IuI
",0.5,0.9322033898305084,1.1111111111111112,0.0,0.0,0.0
protectionism,Belgium MFA ,@BelgiumMFA,8:11 PM - 26 Mar 2019,0,40,70,"#BELKOR2019Strong call by both Belgian & Korean CEOs at the Korea-Belgium Business Forum to:- sustain (purposeful) innovation- overcome trade protectionism- upgrade trade & investment  to new industriesin order to foster growth & jobs in both our countries. pic.twitter.com/bjNy7QzCVz
",0.5,1.0,1.3,0.0,0.0,0.0
protectionism,China.org.cn,@chinaorgcn,1:03 AM - 27 Mar 2019,0,6,15,"#BFA2019  Integration of Asian economies deepens despite protectionism https://on.china.cn/2CEsEB5pic.twitter.com/yKnyWLcU9o
",0.658113883008419,0.896,1.105263157894737,0.1,0.08333333333333333,0.057762265046662105
protectionism,Far Too Complex Machine,@bdragon74,9:44 AM - 28 Mar 2019,0,0,0,"tfw when you hear a candidate show less-than-absolute opposition to protectionism and trade wars: pic.twitter.com/vBX62WMjvn
",0.6290994448735805,0.896,1.631578947368421,0.06666666666666667,0.0625,0.04332169878499658
protectionism,CNBC,@CNBC,10:10 PM - 27 Mar 2019,0,9,13,"As protectionism grows, Credit Suisse's global CIO urges investors to think about 'super trends' https://cnb.cx/2FFFYag
",0.6290994448735805,0.8916666666666667,0.7647058823529411,0.06666666666666667,0.05,0.03465735902799726
protectionism,Ramola D,@EccEveryday,10:08 AM - 28 Mar 2019,1,0,1,"This is Protectionism: the High Crimes of Torture, Racketeering, Trafficking, Extortion, Fraud, Conspiracy to Commit Crime, InterState Stalking, Non-Consensual Expmt'ing by #FBI/#DOD/#CIA/#DHS are hidden by calling victims crazy & jailing them. @Mad_In_America @realDonaldTrump
",0.5,0.9964028776978417,1.5,0.0,0.0,0.0
